Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
486	1	640.006319, 360.005857	0.000015, 0.000020	-0.000000, 0.000000
486	2	370.221241, 969.333924	-1.028746, 0.665914	0.000456, -0.001033
486	3	635.742981, 1002.444084	-0.886373, 0.878648	0.000006, -0.001215
487	1	640.006334, 360.005878	0.000015, 0.000020	-0.000000, 0.000000
487	2	369.192952, 969.998809	-1.028290, 0.664885	0.000456, -0.001030
487	3	634.856616, 1003.321520	-0.886365, 0.877436	0.000008, -0.001211
488	1	640.006348, 360.005898	0.000015, 0.000020	-0.000000, 0.000000
488	2	368.165117, 970.662668	-1.027834, 0.663859	0.000456, -0.001026
488	3	633.970261, 1004.197748	-0.886355, 0.876228	0.000010, -0.001208
489	1	640.006363, 360.005918	0.000015, 0.000020	-0.000000, 0.000000
489	2	367.137738, 971.325504	-1.027379, 0.662837	0.000455, -0.001022
489	3	633.083917, 1005.072771	-0.886344, 0.875023	0.000011, -0.001205
490	1	640.006378, 360.005938	0.000015, 0.000020	-0.000000, 0.000000
490	2	366.110814, 971.987322	-1.026924, 0.661818	0.000455, -0.001019
490	3	632.197586, 1005.946593	-0.886331, 0.873822	0.000013, -0.001201
491	1	640.006393, 360.005958	0.000015, 0.000020	-0.000000, 0.000000
491	2	365.084344, 972.648125	-1.026470, 0.660803	0.000454, -0.001015
491	3	631.311270, 1006.819217	-0.886317, 0.872624	0.000014, -0.001198
492	1	640.006407, 360.005979	0.000015, 0.000020	-0.000000, 0.000000
492	2	364.058329, 973.307916	-1.026016, 0.659791	0.000454, -0.001012
492	3	630.424969, 1007.690646	-0.886301, 0.871429	0.000016, -0.001195
493	1	640.006422, 360.005999	0.000015, 0.000020	-0.000000, 0.000000
493	2	363.032766, 973.966699	-1.025562, 0.658783	0.000454, -0.001008
493	3	629.538686, 1008.560884	-0.886283, 0.870238	0.000018, -0.001192
494	1	640.006437, 360.006019	0.000015, 0.000020	-0.000000, 0.000000
494	2	362.007657, 974.624477	-1.025109, 0.657778	0.000453, -0.001005
494	3	628.652422, 1009.429933	-0.886264, 0.869049	0.000019, -0.001188
495	1	640.006451, 360.006039	0.000015, 0.000020	-0.000000, 0.000000
495	2	360.983001, 975.281254	-1.024656, 0.656777	0.000453, -0.001001
495	3	627.766179, 1010.297797	-0.886243, 0.867864	0.000021, -0.001185
496	1	640.006466, 360.006060	0.000015, 0.000020	-0.000000, 0.000000
496	2	359.958798, 975.937033	-1.024204, 0.655779	0.000452, -0.000998
496	3	626.879958, 1011.164480	-0.886221, 0.866683	0.000022, -0.001182
497	1	640.006481, 360.006080	0.000015, 0.000020	-0.000000, 0.000000
497	2	358.935046, 976.591819	-1.023752, 0.654785	0.000452, -0.000994
497	3	625.993760, 1012.029984	-0.886197, 0.865504	0.000024, -0.001179
498	1	640.006495, 360.006100	0.000015, 0.000020	-0.000000, 0.000000
498	2	357.911746, 977.245613	-1.023300, 0.653794	0.000452, -0.000991
498	3	625.107588, 1012.894312	-0.886172, 0.864329	0.000025, -0.001175
499	1	640.006510, 360.006121	0.000015, 0.000020	-0.000000, 0.000000
499	2	356.888898, 977.898420	-1.022849, 0.652807	0.000451, -0.000987
499	3	624.221443, 1013.757469	-0.886146, 0.863157	0.000027, -0.001172
500	1	640.006525, 360.006141	0.000015, 0.000020	-0.000000, 0.000000
500	2	355.866500, 978.550243	-1.022398, 0.651823	0.000451, -0.000984
500	3	623.335325, 1014.619457	-0.886117, 0.861988	0.000028, -0.001169
501	1	640.006539, 360.006162	0.000015, 0.000020	-0.000000, 0.000000
501	2	354.844553, 979.201085	-1.021947, 0.650842	0.000451, -0.000981
501	3	622.449237, 1015.480279	-0.886088, 0.860822	0.000030, -0.001166
502	1	640.006554, 360.006182	0.000015, 0.000020	-0.000000, 0.000000
502	2	353.823056, 979.850950	-1.021497, 0.649865	0.000450, -0.000977
502	3	621.563181, 1016.339938	-0.886057, 0.859660	0.000031, -0.001163
503	1	640.006569, 360.006202	0.000015, 0.000020	-0.000000, 0.000000
503	2	352.802009, 980.499841	-1.021047, 0.648891	0.000450, -0.000974
503	3	620.677157, 1017.198439	-0.886024, 0.858500	0.000033, -0.001159
504	1	640.006583, 360.006223	0.000015, 0.000020	-0.000000, 0.000000
504	2	351.781411, 981.147762	-1.020598, 0.647921	0.000449, -0.000971
504	3	619.791166, 1018.055783	-0.885990, 0.857344	0.000034, -0.001156
505	1	640.006598, 360.006243	0.000015, 0.000020	-0.000000, 0.000000
505	2	350.761262, 981.794715	-1.020149, 0.646953	0.000449, -0.000967
505	3	618.905211, 1018.911974	-0.885955, 0.856191	0.000035, -0.001153
506	1	640.006612, 360.006264	0.000015, 0.000020	-0.000000, 0.000000
506	2	349.741561, 982.440705	-1.019701, 0.645989	0.000448, -0.000964
506	3	618.019293, 1019.767015	-0.885918, 0.855041	0.000037, -0.001150
507	1	640.006627, 360.006284	0.000015, 0.000020	-0.000000, 0.000000
507	2	348.722308, 983.085733	-1.019253, 0.645029	0.000448, -0.000961
507	3	617.133413, 1020.620909	-0.885880, 0.853894	0.000038, -0.001147
508	1	640.006642, 360.006305	0.000015, 0.000020	-0.000000, 0.000000
508	2	347.703503, 983.729804	-1.018805, 0.644071	0.000448, -0.000957
508	3	616.247573, 1021.473660	-0.885840, 0.852751	0.000040, -0.001144
509	1	640.006656, 360.006325	0.000015, 0.000021	-0.000000, 0.000000
509	2	346.685146, 984.372921	-1.018358, 0.643117	0.000447, -0.000954
509	3	615.361773, 1022.325270	-0.885800, 0.851610	0.000041, -0.001141
510	1	640.006671, 360.006346	0.000015, 0.000021	-0.000000, 0.000000
510	2	345.667235, 985.015087	-1.017911, 0.642166	0.000447, -0.000951
510	3	614.476016, 1023.175743	-0.885757, 0.850473	0.000042, -0.001137
511	1	640.006686, 360.006366	0.000015, 0.000021	-0.000000, 0.000000
511	2	344.649770, 985.656306	-1.017465, 0.641218	0.000446, -0.000948
511	3	613.590302, 1024.025081	-0.885714, 0.849338	0.000044, -0.001134
512	1	640.006700, 360.006387	0.000015, 0.000021	-0.000000, 0.000000
512	2	343.632751, 986.296579	-1.017019, 0.640274	0.000446, -0.000945
512	3	612.704634, 1024.873288	-0.885669, 0.848207	0.000045, -0.001131
513	1	640.006715, 360.006407	0.000015, 0.000021	-0.000000, 0.000000
513	2	342.616178, 986.935911	-1.016573, 0.639332	0.000446, -0.000941
513	3	611.819011, 1025.720367	-0.885622, 0.847079	0.000046, -0.001128
514	1	640.006729, 360.006428	0.000015, 0.000021	-0.000000, 0.000000
514	2	341.600050, 987.574305	-1.016128, 0.638394	0.000445, -0.000938
514	3	610.933436, 1026.566320	-0.885575, 0.845954	0.000048, -0.001125
515	1	640.006744, 360.006449	0.000015, 0.000021	-0.000000, 0.000000
515	2	340.584367, 988.211764	-1.015683, 0.637459	0.000445, -0.000935
515	3	610.047910, 1027.411152	-0.885526, 0.844831	0.000049, -0.001122
516	1	640.006758, 360.006469	0.000015, 0.000021	-0.000000, 0.000000
516	2	339.569128, 988.848291	-1.015239, 0.636527	0.000444, -0.000932
516	3	609.162434, 1028.254864	-0.885476, 0.843712	0.000050, -0.001119
517	1	640.006773, 360.006490	0.000015, 0.000021	-0.000000, 0.000000
517	2	338.554333, 989.483889	-1.014795, 0.635598	0.000444, -0.000929
517	3	608.277010, 1029.097460	-0.885424, 0.842596	0.000051, -0.001116
518	1	640.006788, 360.006510	0.000015, 0.000021	-0.000000, 0.000000
518	2	337.539981, 990.118561	-1.014352, 0.634672	0.000443, -0.000926
518	3	607.391638, 1029.938943	-0.885372, 0.841483	0.000053, -0.001113
519	1	640.006802, 360.006531	0.000015, 0.000021	-0.000000, 0.000000
519	2	336.526072, 990.752311	-1.013909, 0.633750	0.000443, -0.000923
519	3	606.506320, 1030.779316	-0.885318, 0.840373	0.000054, -0.001110
520	1	640.006817, 360.006552	0.000015, 0.000021	-0.000000, 0.000000
520	2	335.512605, 991.385141	-1.013466, 0.632830	0.000443, -0.000920
520	3	605.621058, 1031.618581	-0.885262, 0.839266	0.000055, -0.001107
521	1	640.006831, 360.006572	0.000015, 0.000021	-0.000000, 0.000000
521	2	334.499581, 992.017054	-1.013024, 0.631913	0.000442, -0.000917
521	3	604.735852, 1032.456743	-0.885206, 0.838162	0.000056, -0.001104
522	1	640.006846, 360.006593	0.000015, 0.000021	-0.000000, 0.000000
522	2	333.486998, 992.648054	-1.012583, 0.631000	0.000442, -0.000914
522	3	603.850704, 1033.293803	-0.885148, 0.837060	0.000058, -0.001101
523	1	640.006860, 360.006614	0.000015, 0.000021	-0.000000, 0.000000
523	2	332.474856, 993.278143	-1.012142, 0.630089	0.000441, -0.000911
523	3	602.965614, 1034.129765	-0.885089, 0.835962	0.000059, -0.001098
524	1	640.006875, 360.006635	0.000015, 0.000021	-0.000000, 0.000000
524	2	331.463156, 993.907325	-1.011701, 0.629182	0.000441, -0.000908
524	3	602.080585, 1034.964632	-0.885029, 0.834867	0.000060, -0.001095
525	1	640.006890, 360.006655	0.000015, 0.000021	-0.000000, 0.000000
525	2	330.451895, 994.535603	-1.011261, 0.628277	0.000440, -0.000905
525	3	601.195617, 1035.798407	-0.884968, 0.833774	0.000061, -0.001092
526	1	640.006904, 360.006676	0.000015, 0.000021	-0.000000, 0.000000
526	2	329.441074, 995.162978	-1.010821, 0.627376	0.000440, -0.000902
526	3	600.310711, 1036.631092	-0.884905, 0.832685	0.000063, -0.001089
527	1	640.006919, 360.006697	0.000015, 0.000021	-0.000000, 0.000000
527	2	328.430693, 995.789456	-1.010381, 0.626477	0.000439, -0.000899
527	3	599.425869, 1037.462690	-0.884842, 0.831599	0.000064, -0.001087
528	1	640.006933, 360.006718	0.000015, 0.000021	-0.000000, 0.000000
528	2	327.420751, 996.415037	-1.009942, 0.625582	0.000439, -0.000896
528	3	598.541092, 1038.293205	-0.884777, 0.830515	0.000065, -0.001084
529	1	640.006948, 360.006739	0.000015, 0.000021	-0.000000, 0.000000
529	2	326.411247, 997.039726	-1.009504, 0.624689	0.000439, -0.000893
529	3	597.656382, 1039.122639	-0.884711, 0.829434	0.000066, -0.001081
530	1	640.006962, 360.006759	0.000015, 0.000021	-0.000000, 0.000000
530	2	325.402181, 997.663525	-1.009066, 0.623799	0.000438, -0.000890
530	3	596.771738, 1039.950996	-0.884644, 0.828356	0.000067, -0.001078
531	1	640.006977, 360.006780	0.000015, 0.000021	-0.000000, 0.000000
531	2	324.393553, 998.286437	-1.008628, 0.622912	0.000438, -0.000887
531	3	595.887162, 1040.778277	-0.884576, 0.827281	0.000068, -0.001075
532	1	640.006991, 360.006801	0.000015, 0.000021	-0.000000, 0.000000
532	2	323.385362, 998.908465	-1.008191, 0.622028	0.000437, -0.000884
532	3	595.002656, 1041.604486	-0.884506, 0.826209	0.000069, -0.001072
533	1	640.007006, 360.006822	0.000014, 0.000021	-0.000000, 0.000000
533	2	322.377608, 999.529613	-1.007754, 0.621147	0.000437, -0.000881
533	3	594.118220, 1042.429626	-0.884436, 0.825140	0.000071, -0.001069
534	1	640.007020, 360.006843	0.000014, 0.000021	-0.000000, 0.000000
534	2	321.370290, 1000.149881	-1.007318, 0.620269	0.000436, -0.000878
534	3	593.233857, 1043.253700	-0.884364, 0.824074	0.000072, -0.001066
535	1	640.007035, 360.006864	0.000014, 0.000021	-0.000000, 0.000000
535	2	320.363407, 1000.769275	-1.006882, 0.619393	0.000436, -0.000875
535	3	592.349565, 1044.076710	-0.884291, 0.823010	0.000073, -0.001064
536	1	640.007049, 360.006885	0.000014, 0.000021	-0.000000, 0.000000
536	2	319.356960, 1001.387796	-1.006447, 0.618521	0.000435, -0.000873
536	3	591.465348, 1044.898659	-0.884217, 0.821949	0.000074, -0.001061
537	1	640.007064, 360.006905	0.000014, 0.000021	-0.000000, 0.000000
537	2	318.350948, 1002.005447	-1.006012, 0.617651	0.000435, -0.000870
537	3	590.581206, 1045.719550	-0.884142, 0.820891	0.000075, -0.001058
538	1	640.007078, 360.006926	0.000014, 0.000021	-0.000000, 0.000000
538	2	317.345371, 1002.622231	-1.005578, 0.616784	0.000434, -0.000867
538	3	589.697139, 1046.539386	-0.884066, 0.819836	0.000076, -0.001055
539	1	640.007093, 360.006947	0.000014, 0.000021	-0.000000, 0.000000
539	2	316.340227, 1003.238151	-1.005144, 0.615920	0.000434, -0.000864
539	3	588.813150, 1047.358170	-0.883989, 0.818784	0.000077, -0.001052
540	1	640.007107, 360.006968	0.000014, 0.000021	-0.000000, 0.000000
540	2	315.335517, 1003.853209	-1.004710, 0.615059	0.000433, -0.000861
540	3	587.929238, 1048.175904	-0.883911, 0.817734	0.000078, -0.001050
541	1	640.007121, 360.006989	0.000014, 0.000021	-0.000000, 0.000000
541	2	314.331239, 1004.467409	-1.004277, 0.614200	0.000433, -0.000859
541	3	587.045406, 1048.992591	-0.883832, 0.816687	0.000079, -0.001047
542	1	640.007136, 360.007010	0.000014, 0.000021	-0.000000, 0.000000
542	2	313.327395, 1005.080753	-1.003845, 0.613344	0.000433, -0.000856
542	3	586.161654, 1049.808235	-0.883752, 0.815643	0.000080, -0.001044
543	1	640.007150, 360.007031	0.000014, 0.000021	-0.000000, 0.000000
543	2	312.323982, 1005.693244	-1.003413, 0.612491	0.000432, -0.000853
543	3	585.277984, 1050.622837	-0.883671, 0.814602	0.000081, -0.001041
544	1	640.007165, 360.007052	0.000014, 0.000021	-0.000000, 0.000000
544	2	311.321001, 1006.304884	-1.002981, 0.611640	0.000432, -0.000850
544	3	584.394395, 1051.436400	-0.883588, 0.813563	0.000082, -0.001039
545	1	640.007179, 360.007073	0.000014, 0.000021	-0.000000, 0.000000
545	2	310.318451, 1006.915677	-1.002550, 0.610793	0.000431, -0.000848
545	3	583.510890, 1052.248928	-0.883505, 0.812528	0.000083, -0.001036
546	1	640.007194, 360.007094	0.000014, 0.000021	-0.000000, 0.000000
546	2	309.316332, 1007.525625	-1.002119, 0.609948	0.000431, -0.000845
546	3	582.627469, 1053.060422	-0.883421, 0.811495	0.000084, -0.001033
547	1	640.007208, 360.007115	0.000014, 0.000021	-0.000000, 0.000000
547	2	308.314643, 1008.134730	-1.001689, 0.609105	0.000430, -0.000842
547	3	581.744133, 1053.870887	-0.883336, 0.810464	0.000085, -0.001030
548	1	640.007223, 360.007137	0.000014, 0.000021	-0.000000, 0.000000
548	2	307.313384, 1008.742996	-1.001259, 0.608266	0.000430, -0.000840
548	3	580.860884, 1054.680323	-0.883250, 0.809437	0.000086, -0.001028
549	1	640.007237, 360.007158	0.000014, 0.000021	-0.000000, 0.000000
549	2	306.312554, 1009.350425	-1.000830, 0.607429	0.000429, -0.000837
549	3	579.977721, 1055.488735	-0.883162, 0.808412	0.000087, -0.001025
550	1	640.007251, 360.007179	0.000014, 0.000021	-0.000000, 0.000000
550	2	305.312153, 1009.957019	-1.000401, 0.606594	0.000429, -0.000834
550	3	579.094647, 1056.296124	-0.883074, 0.807389	0.000088, -0.001022
551	1	640.007266, 360.007200	0.000014, 0.000021	-0.000000, 0.000000
551	2	304.312180, 1010.562782	-0.999973, 0.605763	0.000428, -0.000832
551	3	578.211662, 1057.102494	-0.882985, 0.806370	0.000089, -0.001020
552	1	640.007280, 360.007221	0.000014, 0.000021	-0.000000, 0.000000
552	2	303.312635, 1011.167715	-0.999545, 0.604934	0.000428, -0.000829
552	3	577.328767, 1057.907847	-0.882895, 0.805353	0.000090, -0.001017
553	1	640.007295, 360.007242	0.000014, 0.000021	-0.000000, 0.000000
553	2	302.313517, 1011.771822	-0.999118, 0.604107	0.000427, -0.000826
553	3	576.445963, 1058.712185	-0.882804, 0.804339	0.000091, -0.001014
554	1	640.007309, 360.007263	0.000014, 0.000021	-0.000000, 0.000000
554	2	301.314827, 1012.375105	-0.998691, 0.603283	0.000427, -0.000824
554	3	575.563251, 1059.515512	-0.882712, 0.803327	0.000092, -0.001012
555	1	640.007323, 360.007284	0.000014, 0.000021	-0.000000, 0.000000
555	2	300.316563, 1012.977567	-0.998264, 0.602462	0.000426, -0.000821
555	3	574.680632, 1060.317830	-0.882619, 0.802318	0.000093, -0.001009
556	1	640.007338, 360.007306	0.000014, 0.000021	-0.000000, 0.000000
556	2	299.318724, 1013.579210	-0.997838, 0.601643	0.000426, -0.000819
556	3	573.798107, 1061.119142	-0.882525, 0.801312	0.000094, -0.001006
557	1	640.007352, 360.007327	0.000014, 0.000021	-0.000000, 0.000000
557	2	298.321312, 1014.180037	-0.997413, 0.600827	0.000425, -0.000816
557	3	572.915676, 1061.919449	-0.882431, 0.800308	0.000095, -0.001004
558	1	640.007367, 360.007348	0.000014, 0.000021	-0.000000, 0.000000
558	2	297.324324, 1014.780050	-0.996988, 0.600013	0.000425, -0.000814
558	3	572.033341, 1062.718756	-0.882335, 0.799307	0.000096, -0.001001
559	1	640.007381, 360.007369	0.000014, 0.000021	-0.000000, 0.000000
559	2	296.327761, 1015.379252	-0.996563, 0.599202	0.000425, -0.000811
559	3	571.151103, 1063.517064	-0.882238, 0.798308	0.000097, -0.000999
560	1	640.007395, 360.007390	0.000014, 0.000021	-0.000000, 0.000000
560	2	295.331622, 1015.977646	-0.996139, 0.598394	0.000424, -0.000809
560	3	570.268962, 1064.314377	-0.882141, 0.797312	0.000097, -0.000996
561	1	640.007410, 360.007412	0.000014, 0.000021	-0.000000, 0.000000
561	2	294.335906, 1016.575233	-0.995716, 0.597587	0.000424, -0.000806
561	3	569.386919, 1065.110696	-0.882043, 0.796319	0.000098, -0.000993
562	1	640.007424, 360.007433	0.000014, 0.000021	-0.000000, 0.000000
562	2	293.340614, 1017.172017	-0.995292, 0.596784	0.000423, -0.000804
562	3	568.504976, 1065.906024	-0.881944, 0.795328	0.000099, -0.000991
563	1	640.007438, 360.007454	0.000014, 0.000021	-0.000000, 0.000000
563	2	292.345744, 1017.768000	-0.994870, 0.595983	0.000423, -0.000801
563	3	567.623132, 1066.700364	-0.881843, 0.794340	0.000100, -0.000988
564	1	640.007453, 360.007475	0.000014, 0.000021	-0.000000, 0.000000
564	2	291.351296, 1018.363184	-0.994448, 0.595184	0.000422, -0.000799
564	3	566.741390, 1067.493718	-0.881743, 0.793354	0.000101, -0.000986
565	1	640.007467, 360.007497	0.000014, 0.000021	-0.000000, 0.000000
565	2	290.357271, 1018.957572	-0.994026, 0.594388	0.000422, -0.000796
565	3	565.859749, 1068.286090	-0.881641, 0.792371	0.000102, -0.000983
566	1	640.007481, 360.007518	0.000014, 0.000021	-0.000000, 0.000000
566	2	289.363666, 1019.551166	-0.993605, 0.593594	0.000421, -0.000794
566	3	564.978211, 1069.077480	-0.881538, 0.791391	0.000103, -0.000981
567	1	640.007496, 360.007539	0.000014, 0.000021	-0.000000, 0.000000
567	2	288.370482, 1020.143969	-0.993184, 0.592803	0.000421, -0.000791
567	3	564.096776, 1069.867893	-0.881435, 0.790413	0.000103, -0.000978
568	1	640.007510, 360.007561	0.000014, 0.000021	-0.000000, 0.000000
568	2	287.377718, 1020.735984	-0.992764, 0.592014	0.000420, -0.000789
568	3	563.215445, 1070.657330	-0.881331, 0.789437	0.000104, -0.000975
569	1	640.007524, 360.007582	0.000014, 0.000021	-0.000000, 0.000000
569	2	286.385374, 1021.327211	-0.992344, 0.591228	0.000420, -0.000786
569	3	562.334220, 1071.445795	-0.881226, 0.788464	0.000105, -0.000973
570	1	640.007539, 360.007603	0.000014, 0.000021	-0.000000, 0.000000
570	2	285.393449, 1021.917655	-0.991925, 0.590444	0.000419, -0.000784
570	3	561.453100, 1072.233288	-0.881120, 0.787494	0.000106, -0.000970
571	1	640.007553, 360.007625	0.000014, 0.000021	-0.000000, 0.000000
571	2	284.401943, 1022.507318	-0.991506, 0.589662	0.000419, -0.000782
571	3	560.572087, 1073.019814	-0.881013, 0.786526	0.000107, -0.000968
572	1	640.007567, 360.007646	0.000014, 0.000021	-0.000000, 0.000000
572	2	283.410855, 1023.096200	-0.991088, 0.588883	0.000418, -0.000779
572	3	559.691182, 1073.805375	-0.880905, 0.785560	0.000107, -0.000965
573	1	640.007582, 360.007668	0.000014, 0.000021	-0.000000, 0.000000
573	2	282.420185, 1023.684307	-0.990670, 0.588106	0.000418, -0.000777
573	3	558.810385, 1074.589972	-0.880797, 0.784597	0.000108, -0.000963
574	1	640.007596, 360.007689	0.000014, 0.000021	-0.000000, 0.000000
574	2	281.429932, 1024.271638	-0.990253, 0.587332	0.000417, -0.000774
574	3	557.929697, 1075.373609	-0.880688, 0.783637	0.000109, -0.000961
575	1	640.007610, 360.007710	0.000014, 0.000021	-0.000000, 0.000000
575	2	280.440096, 1024.858198	-0.989836, 0.586559	0.000417, -0.000772
575	3	557.049118, 1076.156288	-0.880578, 0.782679	0.000110, -0.000958
576	1	640.007625, 360.007732	0.000014, 0.000021	-0.000000, 0.000000
576	2	279.450677, 1025.443987	-0.989419, 0.585790	0.000416, -0.000770
576	3	556.168651, 1076.938011	-0.880468, 0.781723	0.000111, -0.000956
577	1	640.007639, 360.007753	0.000014, 0.000021	-0.000000, 0.000000
577	2	278.461673, 1026.029010	-0.989004, 0.585022	0.000416, -0.000767
577	3	555.288295, 1077.718781	-0.880356, 0.780770	0.000111, -0.000953
578	1	640.007653, 360.007775	0.000014, 0.000021	-0.000000, 0.000000
578	2	277.473085, 1026.613267	-0.988588, 0.584257	0.000415, -0.000765
578	3	554.408051, 1078.498600	-0.880244, 0.779819	0.000112, -0.000951
579	1	640.007668, 360.007796	0.000014, 0.000021	-0.000000, 0.000000
579	2	276.484912, 1027.196761	-0.988173, 0.583494	0.000415, -0.000763
579	3	553.527920, 1079.277471	-0.880131, 0.778871	0.000113, -0.000948
580	1	640.007682, 360.007818	0.000014, 0.000021	-0.000000, 0.000000
580	2	275.497153, 1027.779495	-0.987759, 0.582734	0.000414, -0.000761
580	3	552.647902, 1080.055396	-0.880017, 0.777925	0.000114, -0.000946
581	1	640.007696, 360.007839	0.000014, 0.000021	-0.000000, 0.000000
581	2	274.509808, 1028.361470	-0.987345, 0.581975	0.000414, -0.000758
581	3	551.767999, 1080.832377	-0.879903, 0.776982	0.000114, -0.000943
582	1	640.007710, 360.007861	0.000014, 0.000022	-0.000000, 0.000000
582	2	273.522877, 1028.942689	-0.986931, 0.581219	0.000413, -0.000756
582	3	550.888211, 1081.608418	-0.879788, 0.776040	0.000115, -0.000941
583	1	640.007725, 360.007882	0.000014, 0.000022	-0.000000, 0.000000
583	2	272.536358, 1029.523155	-0.986518, 0.580466	0.000413, -0.000754
583	3	550.008539, 1082.383520	-0.879672, 0.775102	0.000116, -0.000939
584	1	640.007739, 360.007904	0.000014, 0.000022	-0.000000, 0.000000
584	2	271.550252, 1030.102869	-0.986106, 0.579714	0.000412, -0.000751
584	3	549.128984, 1083.157685	-0.879555, 0.774165	0.000117, -0.000936
585	1	640.007753, 360.007925	0.000014, 0.000022	-0.000000, 0.000000
585	2	270.564558, 1030.681835	-0.985694, 0.578965	0.000412, -0.000749
585	3	548.249546, 1083.930917	-0.879438, 0.773232	0.000117, -0.000934
586	1	640.007767, 360.007947	0.000014, 0.000022	-0.000000, 0.000000
586	2	269.579276, 1031.260053	-0.985283, 0.578218	0.000412, -0.000747
586	3	547.370226, 1084.703217	-0.879320, 0.772300	0.000118, -0.000932
587	1	640.007782, 360.007968	0.000014, 0.000022	-0.000000, 0.000000
587	2	268.594404, 1031.837526	-0.984871, 0.577473	0.000411, -0.000745
587	3	546.491024, 1085.474587	-0.879201, 0.771371	0.000119, -0.000929
588	1	640.007796, 360.007990	0.000014, 0.000022	-0.000000, 0.000000
588	2	267.609943, 1032.414257	-0.984461, 0.576731	0.000411, -0.000743
588	3	545.611942, 1086.245031	-0.879082, 0.770444	0.000119, -0.000927
589	1	640.007810, 360.008012	0.000014, 0.000022	-0.000000, 0.000000
589	2	266.625892, 1032.990247	-0.984051, 0.575990	0.000410, -0.000740
589	3	544.732981, 1087.014551	-0.878962, 0.769519	0.000120, -0.000924
590	1	640.007824, 360.008033	0.000014, 0.000022	-0.000000, 0.000000
590	2	265.642251, 1033.565500	-0.983641, 0.575252	0.000410, -0.000738
590	3	543.854139, 1087.783148	-0.878841, 0.768597	0.000121, -0.000922
591	1	640.007839, 360.008055	0.000014, 0.000022	-0.000000, 0.000000
591	2	264.659019, 1034.140016	-0.983232, 0.574516	0.000409, -0.000736
591	3	542.975420, 1088.550825	-0.878720, 0.767677	0.000121, -0.000920
592	1	640.007853, 360.008076	0.000014, 0.000022	-0.000000, 0.000000
592	2	263.676195, 1034.713799	-0.982824, 0.573783	0.000409, -0.000734
592	3	542.096822, 1089.317585	-0.878597, 0.766760	0.000122, -0.000918
593	1	640.007867, 360.008098	0.000014, 0.000022	-0.000000, 0.000000
593	2	262.693780, 1035.286850	-0.982416, 0.573051	0.000408, -0.000732
593	3	541.218348, 1090.083430	-0.878475, 0.765845	0.000123, -0.000915
594	1	640.007881, 360.008120	0.000014, 0.000022	-0.000000, 0.000000
594	2	261.711772, 1035.859171	-0.982008, 0.572322	0.000408, -0.000729
594	3	540.339997, 1090.848362	-0.878351, 0.764932	0.000123, -0.000913
595	1	640.007895, 360.008141	0.000014, 0.000022	-0.000000, 0.000000
595	2	260.730171, 1036.430765	-0.981601, 0.571594	0.000407, -0.000727
595	3	539.461769, 1091.612383	-0.878227, 0.764021	0.000124, -0.000911
596	1	640.007910, 360.008163	0.000014, 0.000022	-0.000000, 0.000000
596	2	259.748977, 1037.001634	-0.981194, 0.570869	0.000407, -0.000725
596	3	538.583667, 1092.375496	-0.878102, 0.763113	0.000125, -0.000908
597	1	640.007924, 360.008185	0.000014, 0.000022	-0.000000, 0.000000
597	2	258.768189, 1037.571780	-0.980788, 0.570146	0.000406, -0.000723
597	3	537.705690, 1093.137703	-0.877977, 0.762207	0.000125, -0.000906
598	1	640.007938, 360.008206	0.000014, 0.000022	-0.000000, 0.000000
598	2	257.787806, 1038.141205	-0.980382, 0.569425	0.000406, -0.000721
598	3	536.827839, 1093.899006	-0.877851, 0.761303	0.000126, -0.000904
599	1	640.007952, 360.008228	0.000014, 0.000022	-0.000000, 0.000000
599	2	256.807829, 1038.709912	-0.979977, 0.568706	0.000405, -0.000719
599	3	535.950115, 1094.659408	-0.877724, 0.760402	0.000127, -0.000901
600	1	640.007966, 360.008250	0.000014, 0.000022	-0.000000, 0.000000
600	2	255.828257, 1039.277901	-0.979572, 0.567990	0.000405, -0.000717
600	3	535.072518, 1095.418910	-0.877597, 0.759502	0.000127, -0.000899
601	1	640.007981, 360.008272	0.000014, 0.000022	-0.000000, 0.000000
601	2	254.849089, 1039.845176	-0.979168, 0.567275	0.000404, -0.000715
601	3	534.195049, 1096.177516	-0.877469, 0.758605	0.000128, -0.000897
602	1	640.007995, 360.008293	0.000014, 0.000022	-0.000000, 0.000000
602	2	253.870324, 1040.411739	-0.978765, 0.566562	0.000404, -0.000713
602	3	533.317709, 1096.935227	-0.877340, 0.757711	0.000129, -0.000895
603	1	640.008009, 360.008315	0.000014, 0.000022	-0.000000, 0.000000
603	2	252.891963, 1040.977591	-0.978361, 0.565852	0.000403, -0.000710
603	3	532.440498, 1097.692045	-0.877211, 0.756818	0.000129, -0.000893
604	1	640.008023, 360.008337	0.000014, 0.000022	-0.000000, 0.000000
604	2	251.914004, 1041.542734	-0.977959, 0.565143	0.000403, -0.000708
604	3	531.563416, 1098.447973	-0.877081, 0.755928	0.000130, -0.000890
605	1	640.008037, 360.008359	0.000014, 0.000022	-0.000000, 0.000000
605	2	250.936448, 1042.107171	-0.977556, 0.564437	0.000402, -0.000706
605	3	530.686465, 1099.203013	-0.876951, 0.755040	0.000130, -0.000888
606	1	640.008051, 360.008380	0.000014, 0.000022	-0.000000, 0.000000
606	2	249.959294, 1042.670904	-0.977154, 0.563733	0.000402, -0.000704
