Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
9551	2	838.633939, 383.014354	-0.179983, 1.571308	-0.012436, -0.001328
9551	3	936.404359, 239.001392	0.472774, 1.156179	-0.004506, 0.001863
9552	1	640.000131, 360.211080	-0.000000, 0.000001	0.000000, 0.000000
9552	2	838.441530, 384.584236	-0.192409, 1.569882	-0.012426, -0.001427
9552	3	936.872620, 240.159417	0.468261, 1.158024	-0.004513, 0.001846
9553	1	640.000131, 360.211081	-0.000000, 0.000001	0.000000, 0.000000
9553	2	838.236706, 386.152593	-0.204824, 1.568357	-0.012415, -0.001525
9553	3	937.336360, 241.319269	0.463740, 1.159853	-0.004520, 0.001828
9554	1	640.000131, 360.211081	-0.000000, 0.000001	0.000000, 0.000000
9554	2	838.019479, 387.719327	-0.217227, 1.566734	-0.012403, -0.001623
9554	3	937.795573, 242.480932	0.459213, 1.161663	-0.004528, 0.001810
9555	1	640.000131, 360.211082	0.000000, 0.000001	0.000000, 0.000000
9555	2	837.789861, 389.284339	-0.229618, 1.565012	-0.012391, -0.001721
9555	3	938.250251, 243.644388	0.454678, 1.163456	-0.004535, 0.001793
9556	1	640.000131, 360.211082	0.000000, 0.000001	0.000000, 0.000000
9556	2	837.547865, 390.847532	-0.241996, 1.563193	-0.012378, -0.001819
9556	3	938.700388, 244.809619	0.450137, 1.165231	-0.004542, 0.001775
9557	1	640.000131, 360.211083	0.000000, 0.000001	0.000000, 0.000000
9557	2	837.293505, 392.408808	-0.254359, 1.561275	-0.012364, -0.001917
9557	3	939.145976, 245.976607	0.445588, 1.166988	-0.004549, 0.001757
9558	1	640.000132, 360.211084	0.000000, 0.000001	0.000000, 0.000000
9558	2	837.026797, 393.968068	-0.266708, 1.559260	-0.012349, -0.002015
9558	3	939.587008, 247.145335	0.441032, 1.168728	-0.004555, 0.001740
9559	1	640.000132, 360.211084	0.000001, 0.000001	0.000000, 0.000000
9559	2	836.747756, 395.525215	-0.279041, 1.557147	-0.012333, -0.002113
9559	3	940.023478, 248.315785	0.436470, 1.170450	-0.004562, 0.001722
9560	1	640.000133, 360.211085	0.000001, 0.000001	0.000000, 0.000000
9560	2	836.456399, 397.080151	-0.291358, 1.554936	-0.012317, -0.002211
9560	3	940.455379, 249.487939	0.431901, 1.172154	-0.004569, 0.001704
9561	1	640.000134, 360.211086	0.000001, 0.000001	0.000000, 0.000000
9561	2	836.152741, 398.632779	-0.303657, 1.552628	-0.012300, -0.002308
9561	3	940.882705, 250.661780	0.427325, 1.173840	-0.004576, 0.001686
9562	1	640.000135, 360.211086	0.000001, 0.000001	0.000000, 0.000000
9562	2	835.836802, 400.183001	-0.315939, 1.550222	-0.012282, -0.002406
9562	3	941.305447, 251.837289	0.422743, 1.175509	-0.004582, 0.001669
9563	1	640.000136, 360.211087	0.000001, 0.000001	0.000000, 0.000000
9563	2	835.508601, 401.730721	-0.328202, 1.547719	-0.012263, -0.002503
9563	3	941.723601, 253.014448	0.418154, 1.177160	-0.004589, 0.001651
9564	1	640.000138, 360.211088	0.000001, 0.000001	0.000000, 0.000000
9564	2	835.168156, 403.275840	-0.340445, 1.545119	-0.012243, -0.002600
9564	3	942.137160, 254.193241	0.413559, 1.178792	-0.004595, 0.001633
9565	1	640.000139, 360.211088	0.000001, 0.000001	0.000000, 0.000000
9565	2	834.815488, 404.818261	-0.352668, 1.542422	-0.012223, -0.002697
9565	3	942.546117, 255.373648	0.408957, 1.180407	-0.004602, 0.001615
9566	1	640.000141, 360.211089	0.000002, 0.000001	0.000000, 0.000000
9566	2	834.450617, 406.357889	-0.364870, 1.539628	-0.012202, -0.002794
9566	3	942.950465, 256.555652	0.404349, 1.182004	-0.004608, 0.001597
9567	1	640.000143, 360.211090	0.000002, 0.000001	0.000000, 0.000000
9567	2	834.073567, 407.894626	-0.377050, 1.536737	-0.012180, -0.002891
9567	3	943.350200, 257.739235	0.399734, 1.183583	-0.004614, 0.001579
9568	1	640.000144, 360.211091	0.000002, 0.000001	0.000000, 0.000000
9568	2	833.684359, 409.428376	-0.389208, 1.533750	-0.012158, -0.002987
9568	3	943.745313, 258.924379	0.395114, 1.185144	-0.004621, 0.001561
9569	1	640.000146, 360.211092	0.000002, 0.000001	0.000000, 0.000000
9569	2	833.283016, 410.959043	-0.401343, 1.530666	-0.012134, -0.003084
9569	3	944.135800, 260.111066	0.390487, 1.186687	-0.004627, 0.001543
9570	1	640.000149, 360.211092	0.000002, 0.000001	0.000000, 0.000000
9570	2	832.869563, 412.486530	-0.413453, 1.527487	-0.012110, -0.003180
9570	3	944.521654, 261.299277	0.385854, 1.188212	-0.004633, 0.001525
9571	1	640.000151, 360.211093	0.000002, 0.000001	0.000000, 0.000000
9571	2	832.444025, 414.010741	-0.425538, 1.524211	-0.012085, -0.003276
9571	3	944.902870, 262.488996	0.381215, 1.189719	-0.004639, 0.001507
9572	1	640.000154, 360.211094	0.000002, 0.000001	0.000000, 0.000000
9572	2	832.006427, 415.531580	-0.437598, 1.520840	-0.012060, -0.003372
9572	3	945.279441, 263.680203	0.376571, 1.191207	-0.004645, 0.001489
9573	1	640.000156, 360.211095	0.000003, 0.000001	0.000000, 0.000000
9573	2	831.556796, 417.048952	-0.449631, 1.517372	-0.012033, -0.003467
9573	3	945.651361, 264.872881	0.371920, 1.192678	-0.004651, 0.001471
9574	1	640.000159, 360.211096	0.000003, 0.000001	0.000000, 0.000000
9574	2	831.095158, 418.562762	-0.461638, 1.513810	-0.012006, -0.003563
9574	3	946.018625, 266.067011	0.367264, 1.194130	-0.004656, 0.001452
9575	1	640.000162, 360.211097	0.000003, 0.000001	0.000000, 0.000000
9575	2	830.621542, 420.072915	-0.473616, 1.510152	-0.011978, -0.003658
9575	3	946.381226, 267.262576	0.362602, 1.195565	-0.004662, 0.001434
9576	1	640.000165, 360.211098	0.000003, 0.000001	0.000000, 0.000000
9576	2	830.135977, 421.579314	-0.485566, 1.506400	-0.011950, -0.003753
9576	3	946.739161, 268.459557	0.357934, 1.196981	-0.004668, 0.001416
9577	1	640.000168, 360.211099	0.000003, 0.000001	0.000000, 0.000000
9577	2	829.638491, 423.081866	-0.497486, 1.502552	-0.011920, -0.003847
9577	3	947.092422, 269.657935	0.353261, 1.198379	-0.004673, 0.001398
9578	1	640.000172, 360.211100	0.000003, 0.000001	0.000000, 0.000000
9578	2	829.129115, 424.580476	-0.509376, 1.498610	-0.011890, -0.003942
9578	3	947.441004, 270.857694	0.348582, 1.199758	-0.004679, 0.001380
9579	1	640.000175, 360.211101	0.000003, 0.000001	0.000000, 0.000000
9579	2	828.607880, 426.075050	-0.521235, 1.494574	-0.011859, -0.004036
9579	3	947.784902, 272.058814	0.343898, 1.201120	-0.004684, 0.001361
9580	1	640.000179, 360.211102	0.000004, 0.000001	0.000000, 0.000000
9580	2	828.074818, 427.565494	-0.533062, 1.490444	-0.011827, -0.004130
9580	3	948.124111, 273.261277	0.339209, 1.202463	-0.004689, 0.001343
9581	1	640.000182, 360.211104	0.000004, 0.000001	0.000000, 0.000000
9581	2	827.529960, 429.051713	-0.544857, 1.486219	-0.011795, -0.004224
9581	3	948.458625, 274.465065	0.334514, 1.203788	-0.004695, 0.001325
9582	1	640.000186, 360.211105	0.000004, 0.000001	0.000000, 0.000000
9582	2	826.973341, 430.533615	-0.556619, 1.481902	-0.011762, -0.004318
9582	3	948.788439, 275.670159	0.329814, 1.205095	-0.004700, 0.001307
9583	1	640.000190, 360.211106	0.000004, 0.000001	0.000000, 0.000000
9583	2	826.404994, 432.011105	-0.568347, 1.477491	-0.011728, -0.004411
9583	3	949.113548, 276.876542	0.325109, 1.206383	-0.004705, 0.001288
9584	1	640.000195, 360.211107	0.000004, 0.000001	0.000000, 0.000000
9584	2	825.824954, 433.484092	-0.580040, 1.472986	-0.011693, -0.004504
9584	3	949.433946, 278.084195	0.320399, 1.207653	-0.004710, 0.001270
9585	1	640.000199, 360.211109	0.000004, 0.000001	0.000000, 0.000000
9585	2	825.233256, 434.952481	-0.591698, 1.468390	-0.011658, -0.004597
9585	3	949.749630, 279.293099	0.315684, 1.208904	-0.004715, 0.001252
9586	1	640.000203, 360.211110	0.000004, 0.000001	0.000000, 0.000000
9586	2	824.629936, 436.416182	-0.603320, 1.463700	-0.011622, -0.004689
9586	3	950.060593, 280.503236	0.310963, 1.210137	-0.004720, 0.001233
9587	1	640.000208, 360.211111	0.000005, 0.000001	0.000000, 0.000000
9587	2	824.015032, 437.875100	-0.614904, 1.458919	-0.011585, -0.004782
9587	3	950.366832, 281.714588	0.306239, 1.211352	-0.004725, 0.001215
9588	1	640.000213, 360.211113	0.000005, 0.000001	0.000000, 0.000000
9588	2	823.388580, 439.329145	-0.626452, 1.454045	-0.011547, -0.004874
9588	3	950.668341, 282.927137	0.301509, 1.212548	-0.004730, 0.001196
9589	1	640.000218, 360.211114	0.000005, 0.000002	0.000000, 0.000000
9589	2	822.750620, 440.778225	-0.637960, 1.449080	-0.011509, -0.004965
9589	3	950.965115, 284.140863	0.296774, 1.213726	-0.004734, 0.001178
9590	1	640.000223, 360.211116	0.000005, 0.000002	0.000000, 0.000000
9590	2	822.101190, 442.222248	-0.649430, 1.444023	-0.011470, -0.005057
9590	3	951.257150, 285.355748	0.292035, 1.214886	-0.004739, 0.001159
9591	1	640.000228, 360.211118	0.000005, 0.000002	0.000000, 0.000000
9591	2	821.440330, 443.661124	-0.660860, 1.438876	-0.011430, -0.005148
9591	3	951.544442, 286.571775	0.287292, 1.216026	-0.004744, 0.001141
9592	1	640.000233, 360.211119	0.000005, 0.000002	0.000000, 0.000000
9592	2	820.768081, 445.094761	-0.672249, 1.433637	-0.011389, -0.005238
9592	3	951.826985, 287.788924	0.282544, 1.217149	-0.004748, 0.001122
9593	1	640.000239, 360.211121	0.000005, 0.000002	0.000000, 0.000000
9593	2	820.084484, 446.523070	-0.683597, 1.428308	-0.011348, -0.005329
9593	3	952.104776, 289.007177	0.277791, 1.218253	-0.004753, 0.001104
9594	1	640.000244, 360.211123	0.000006, 0.000002	0.000000, 0.000000
9594	2	819.389580, 447.945959	-0.694903, 1.422890	-0.011306, -0.005419
9594	3	952.377811, 290.226515	0.273034, 1.219338	-0.004757, 0.001085
9595	1	640.000250, 360.211124	0.000006, 0.000002	0.000000, 0.000000
9595	2	818.683414, 449.363340	-0.706167, 1.417381	-0.011263, -0.005509
9595	3	952.646084, 291.446919	0.268273, 1.220405	-0.004761, 0.001067
9596	1	640.000256, 360.211126	0.000006, 0.000002	0.000000, 0.000000
9596	2	817.966027, 450.775123	-0.717386, 1.411783	-0.011220, -0.005598
9596	3	952.909591, 292.668372	0.263508, 1.221453	-0.004765, 0.001048
9597	1	640.000262, 360.211128	0.000006, 0.000002	0.000000, 0.000000
9597	2	817.237465, 452.181219	-0.728562, 1.406096	-0.011176, -0.005687
9597	3	953.168329, 293.890855	0.258738, 1.222483	-0.004770, 0.001030
9598	1	640.000268, 360.211130	0.000006, 0.000002	0.000000, 0.000000
9598	2	816.497772, 453.581538	-0.739693, 1.400320	-0.011131, -0.005776
9598	3	953.422294, 295.114349	0.253965, 1.223494	-0.004774, 0.001011
9599	1	640.000274, 360.211132	0.000006, 0.000002	0.000000, 0.000000
9599	2	815.746994, 454.975993	-0.750778, 1.394455	-0.011085, -0.005864
9599	3	953.671481, 296.338835	0.249187, 1.224486	-0.004778, 0.000992
9600	1	640.000281, 360.211134	0.000006, 0.000002	0.000000, 0.000000
9600	2	814.985176, 456.364496	-0.761817, 1.388503	-0.011039, -0.005952
9600	3	953.915886, 297.564294	0.244406, 1.225460	-0.004781, 0.000974
9601	1	640.000287, 360.211136	0.000007, 0.000002	0.000000, 0.000000
9601	2	814.212367, 457.746959	-0.772809, 1.382463	-0.010992, -0.006040
9601	3	954.155506, 298.790709	0.239620, 1.226415	-0.004785, 0.000955
9602	1	640.000294, 360.211138	0.000007, 0.000002	0.000000, 0.000000
9602	2	813.428613, 459.123294	-0.783754, 1.376335	-0.010944, -0.006127
9602	3	954.390337, 300.018060	0.234831, 1.227351	-0.004789, 0.000936
9603	1	640.000301, 360.211141	0.000007, 0.000002	0.000000, 0.000000
9603	2	812.633964, 460.493415	-0.794650, 1.370121	-0.010896, -0.006214
9603	3	954.620376, 301.246329	0.230038, 1.228269	-0.004793, 0.000918
9604	1	640.000307, 360.211143	0.000007, 0.000002	0.000000, 0.000000
9604	2	811.828467, 461.857235	-0.805497, 1.363820	-0.010847, -0.006301
9604	3	954.845618, 302.475496	0.225242, 1.229168	-0.004796, 0.000899
9605	1	640.000315, 360.211145	0.000007, 0.000002	0.000000, 0.000000
9605	2	811.012173, 463.214667	-0.816294, 1.357433	-0.010797, -0.006387
9605	3	955.066060, 303.705544	0.220442, 1.230048	-0.004800, 0.000880
9606	1	640.000322, 360.211148	0.000007, 0.000002	0.000000, 0.000000
9606	2	810.185133, 464.565627	-0.827040, 1.350960	-0.010747, -0.006473
9606	3	955.281698, 304.936454	0.215639, 1.230910	-0.004803, 0.000862
9607	1	640.000329, 360.211150	0.000007, 0.000002	0.000000, 0.000000
9607	2	809.347397, 465.910028	-0.837736, 1.344401	-0.010696, -0.006558
9607	3	955.492530, 306.168206	0.210832, 1.231752	-0.004807, 0.000843
9608	1	640.000337, 360.211153	0.000007, 0.000003	0.000000, 0.000000
9608	2	808.499017, 467.247786	-0.848380, 1.337758	-0.010644, -0.006643
9608	3	955.698552, 307.400783	0.206022, 1.232576	-0.004810, 0.000824
9609	1	640.000344, 360.211155	0.000008, 0.000003	0.000000, 0.000000
9609	2	807.640046, 468.578816	-0.858971, 1.331030	-0.010591, -0.006728
9609	3	955.899760, 308.634164	0.201208, 1.233382	-0.004813, 0.000805
9610	1	640.000352, 360.211158	0.000008, 0.000003	0.000000, 0.000000
9610	2	806.770537, 469.903034	-0.869509, 1.324218	-0.010538, -0.006812
9610	3	956.096152, 309.868332	0.196392, 1.234168	-0.004817, 0.000786
9611	1	640.000360, 360.211161	0.000008, 0.000003	0.000000, 0.000000
9611	2	805.890544, 471.220355	-0.879993, 1.317322	-0.010484, -0.006896
9611	3	956.287723, 311.103268	0.191572, 1.234936	-0.004820, 0.000768
9612	1	640.000368, 360.211163	0.000008, 0.000003	0.000000, 0.000000
9612	2	805.000122, 472.530698	-0.890423, 1.310343	-0.010430, -0.006979
9612	3	956.474473, 312.338953	0.186749, 1.235685	-0.004823, 0.000749
9613	1	640.000376, 360.211166	0.000008, 0.000003	0.000000, 0.000000
9613	2	804.099325, 473.833978	-0.900797, 1.303280	-0.010374, -0.007062
9613	3	956.656396, 313.575367	0.181923, 1.236415	-0.004826, 0.000730
9614	1	640.000384, 360.211169	0.000008, 0.000003	0.000000, 0.000000
9614	2	803.188209, 475.130114	-0.911116, 1.296136	-0.010319, -0.007145
9614	3	956.833491, 314.812493	0.177095, 1.237126	-0.004829, 0.000711
9615	1	640.000392, 360.211172	0.000008, 0.000003	0.000000, 0.000000
9615	2	802.266832, 476.419023	-0.921378, 1.288909	-0.010262, -0.007227
9615	3	957.005754, 316.050312	0.172263, 1.237818	-0.004831, 0.000692
9616	1	640.000401, 360.211175	0.000008, 0.000003	0.000000, 0.000000
9616	2	801.335249, 477.700624	-0.931582, 1.281601	-0.010205, -0.007308
9616	3	957.173183, 317.288803	0.167429, 1.238492	-0.004834, 0.000673
9617	1	640.000409, 360.211178	0.000009, 0.000003	0.000000, 0.000000
9617	2	800.393520, 478.974835	-0.941729, 1.274211	-0.010147, -0.007389
9617	3	957.335776, 318.527950	0.162592, 1.239146	-0.004837, 0.000655
9618	1	640.000418, 360.211181	0.000009, 0.000003	0.000000, 0.000000
9618	2	799.441702, 480.241576	-0.951818, 1.266741	-0.010088, -0.007470
9618	3	957.493529, 319.767732	0.157753, 1.239782	-0.004839, 0.000636
9619	1	640.000427, 360.211185	0.000009, 0.000003	0.000000, 0.000000
9619	2	798.479855, 481.500767	-0.961847, 1.259191	-0.010029, -0.007550
9619	3	957.646440, 321.008131	0.152911, 1.240399	-0.004842, 0.000617
9620	1	640.000436, 360.211188	0.000009, 0.000003	0.000000, 0.000000
9620	2	797.508038, 482.752327	-0.971817, 1.251561	-0.009970, -0.007630
9620	3	957.794506, 322.249128	0.148067, 1.240997	-0.004844, 0.000598
9621	1	640.000445, 360.211191	0.000009, 0.000003	0.000000, 0.000000
9621	2	796.526312, 483.996179	-0.981726, 1.243851	-0.009909, -0.007709
9621	3	957.937726, 323.490704	0.143220, 1.241576	-0.004847, 0.000579
9622	1	640.000454, 360.211195	0.000009, 0.000003	0.000000, 0.000000
9622	2	795.534738, 485.232242	-0.991574, 1.236063	-0.009848, -0.007788
9622	3	958.076097, 324.732840	0.138371, 1.242136	-0.004849, 0.000560
9623	1	640.000464, 360.211199	0.000009, 0.000004	0.000000, 0.000000
9623	2	794.533378, 486.460438	-1.001360, 1.228197	-0.009786, -0.007867
9623	3	958.209616, 325.975517	0.133519, 1.242677	-0.004851, 0.000541
9624	1	640.000473, 360.211202	0.000009, 0.000004	0.000000, 0.000000
9624	2	793.522293, 487.680690	-1.011085, 1.220252	-0.009724, -0.007944
9624	3	958.338282, 327.218716	0.128666, 1.243199	-0.004853, 0.000522
9625	1	640.000483, 360.211206	0.000010, 0.000004	0.000000, 0.000000
9625	2	792.501547, 488.892921	-1.020746, 1.212230	-0.009661, -0.008022
9625	3	958.462092, 328.462419	0.123810, 1.243703	-0.004856, 0.000503
9626	1	640.000492, 360.211210	0.000010, 0.000004	0.000000, 0.000000
9626	2	791.471204, 490.097053	-1.030343, 1.204132	-0.009598, -0.008099
9626	3	958.581045, 329.706606	0.118953, 1.244187	-0.004858, 0.000484
9627	1	640.000502, 360.211214	0.000010, 0.000004	0.000000, 0.000000
9627	2	790.431327, 491.293009	-1.039877, 1.195957	-0.009533, -0.008175
9627	3	958.695138, 330.951258	0.114093, 1.244652	-0.004860, 0.000465
9628	1	640.000512, 360.211218	0.000010, 0.000004	0.000000, 0.000000
9628	2	789.381982, 492.480715	-1.049345, 1.187706	-0.009469, -0.008251
9628	3	958.804370, 332.196357	0.109232, 1.245099	-0.004861, 0.000446
9629	1	640.000522, 360.211222	0.000010, 0.000004	0.000000, 0.000000
9629	2	788.323233, 493.660095	-1.058749, 1.179380	-0.009403, -0.008326
9629	3	958.908739, 333.441884	0.104369, 1.245526	-0.004863, 0.000427
9630	1	640.000532, 360.211226	0.000010, 0.000004	0.000000, 0.000000
9630	2	787.255148, 494.831074	-1.068086, 1.170979	-0.009337, -0.008401
9630	3	959.008242, 334.687818	0.099504, 1.245935	-0.004865, 0.000408
9631	1	640.000543, 360.211230	0.000010, 0.000004	0.000000, 0.000000
9631	2	786.177791, 495.993578	-1.077356, 1.162504	-0.009271, -0.008475
9631	3	959.102880, 335.934142	0.094637, 1.246324	-0.004866, 0.000389
9632	1	640.000553, 360.211234	0.000010, 0.000004	0.000000, 0.000000
9632	2	785.091232, 497.147533	-1.086560, 1.153955	-0.009203, -0.008549
9632	3	959.192649, 337.180837	0.089769, 1.246694	-0.004868, 0.000370
9633	1	640.000564, 360.211239	0.000011, 0.000004	0.000000, 0.000000
9633	2	783.995536, 498.292866	-1.095695, 1.145333	-0.009136, -0.008622
9633	3	959.277549, 338.427883	0.084900, 1.247046	-0.004870, 0.000351
9634	1	640.000574, 360.211243	0.000011, 0.000004	0.000000, 0.000000
9634	2	782.890774, 499.429503	-1.104763, 1.136638	-0.009067, -0.008695
9634	3	959.357577, 339.675261	0.080029, 1.247378	-0.004871, 0.000332
9635	1	640.000585, 360.211248	0.000011, 0.000005	0.000000, 0.000000
9635	2	781.777013, 500.557374	-1.113761, 1.127871	-0.008998, -0.008767
9635	3	959.432734, 340.922952	0.075156, 1.247692	-0.004872, 0.000313
9636	1	640.000596, 360.211252	0.000011, 0.000005	0.000000, 0.000000
9636	2	780.654324, 501.676406	-1.122689, 1.119032	-0.008929, -0.008839
9636	3	959.503017, 342.170938	0.070283, 1.247986	-0.004874, 0.000294
9637	1	640.000607, 360.211257	0.000011, 0.000005	0.000000, 0.000000
9637	2	779.522776, 502.786528	-1.131548, 1.110122	-0.008859, -0.008910
9637	3	959.568425, 343.419200	0.065408, 1.248261	-0.004875, 0.000275
9638	1	640.000618, 360.211262	0.000011, 0.000005	0.000000, 0.000000
9638	2	778.382440, 503.887670	-1.140336, 1.101142	-0.008788, -0.008980
9638	3	959.628957, 344.667717	0.060532, 1.248518	-0.004876, 0.000256
9639	1	640.000629, 360.211267	0.000011, 0.000005	0.000000, 0.000000
9639	2	777.233387, 504.979762	-1.149052, 1.092092	-0.008717, -0.009050
9639	3	959.684612, 345.916472	0.055655, 1.248755	-0.004877, 0.000237
9640	1	640.000641, 360.211272	0.000011, 0.000005	0.000000, 0.000000
9640	2	776.075690, 506.062735	-1.157697, 1.082972	-0.008645, -0.009120
9640	3	959.735390, 347.165445	0.050777, 1.248973	-0.004878, 0.000218
9641	1	640.000652, 360.211277	0.000011, 0.000005	0.000000, 0.000000
9641	2	774.909421, 507.136519	-1.166270, 1.073784	-0.008572, -0.009188
9641	3	959.781288, 348.414617	0.045899, 1.249172	-0.004879, 0.000199
9642	1	640.000664, 360.211282	0.000012, 0.000005	0.000000, 0.000000
9642	2	773.734652, 508.201046	-1.174769, 1.064527	-0.008499, -0.009257
9642	3	959.822307, 349.663969	0.041019, 1.249352	-0.004880, 0.000180
9643	1	640.000675, 360.211287	0.000012, 0.000005	0.000000, 0.000000
9643	2	772.551457, 509.256249	-1.183195, 1.055203	-0.008426, -0.009324
9643	3	959.858446, 350.913482	0.036139, 1.249513	-0.004880, 0.000161
9644	1	640.000687, 360.211292	0.000012, 0.000005	0.000000, 0.000000
9644	2	771.359910, 510.302062	-1.191547, 1.045812	-0.008352, -0.009391
9644	3	959.889703, 352.163137	0.031258, 1.249655	-0.004881, 0.000142
9645	1	640.000699, 360.211298	0.000012, 0.000005	0.000000, 0.000000
9645	2	770.160086, 511.338416	-1.199824, 1.036354	-0.008277, -0.009458
9645	3	959.916079, 353.412915	0.026376, 1.249778	-0.004882, 0.000123
9646	1	640.000711, 360.211303	0.000012, 0.000006	0.000000, 0.000000
9646	2	768.952059, 512.365246	-1.208026, 1.026831	-0.008202, -0.009524
9646	3	959.937573, 354.662797	0.021494, 1.249882	-0.004882, 0.000104
9647	1	640.000723, 360.211309	0.000012, 0.000006	0.000000, 0.000000
9647	2	767.735906, 513.382488	-1.216153, 1.017242	-0.008127, -0.009589
9647	3	959.954184, 355.912763	0.016611, 1.249966	-0.004883, 0.000085
9648	1	640.000735, 360.211315	0.000012, 0.000006	0.000000, 0.000000
9648	2	766.511703, 514.390076	-1.224203, 1.007588	-0.008050, -0.009654
9648	3	959.965913, 357.162795	0.011728, 1.250032	-0.004883, 0.000066
9649	1	640.000747, 360.211321	0.000012, 0.000006	0.000000, 0.000000
9649	2	765.279525, 515.387947	-1.232177, 0.997870	-0.007974, -0.009718
9649	3	959.972758, 358.412874	0.006845, 1.250079	-0.004883, 0.000047
9650	1	640.000760, 360.211327	0.000012, 0.000006	0.000000, 0.000000
9650	2	764.039452, 516.376036	-1.240074, 0.988089	-0.007897, -0.009781
9650	3	959.974719, 359.662980	0.001961, 1.250106	-0.004883, 0.000027
9651	1	640.000772, 360.211333	0.000012, 0.000006	0.000000, 0.000000
9651	2	762.791559, 517.354282	-1.247893, 0.978245	-0.007819, -0.009844
9651	3	959.971797, 360.913095	-0.002922, 1.250115	-0.004884, 0.000008
9652	1	640.000785, 360.211339	0.000013, 0.000006	0.000000, 0.000000
9652	2	761.535926, 518.322621	-1.255633, 0.968339	-0.007741, -0.009906
9652	3	959.963991, 362.163199	-0.007806, 1.250104	-0.004884, -0.000011
9653	1	640.000798, 360.211345	0.000013, 0.000006	0.000000, 0.000000
9653	2	760.272630, 519.280992	-1.263295, 0.958371	-0.007662, -0.009968
9653	3	959.951301, 363.413273	-0.012690, 1.250074	-0.004884, -0.000030
9654	1	640.000810, 360.211351	0.000013, 0.000006	0.000000, 0.000000
9654	2	759.001753, 520.229334	-1.270878, 0.948342	-0.007583, -0.010029
9654	3	959.933728, 364.663298	-0.017573, 1.250025	-0.004884, -0.000049
9655	1	640.000823, 360.211358	0.000013, 0.000006	0.000000, 0.000000
9655	2	757.723372, 521.167588	-1.278381, 0.938253	-0.007503, -0.010089
9655	3	959.911271, 365.913256	-0.022457, 1.249957	-0.004884, -0.000068
9656	1	640.000836, 360.211364	0.000013, 0.000007	0.000000, 0.000000
9656	2	756.437568, 522.095692	-1.285804, 0.928104	-0.007423, -0.010149
9656	3	959.883931, 367.163126	-0.027340, 1.249870	-0.004883, -0.000087
9657	1	640.000849, 360.211371	0.000013, 0.000007	0.000000, 0.000000
9657	2	755.144422, 523.013589	-1.293146, 0.917896	-0.007342, -0.010208
9657	3	959.851708, 368.412891	-0.032223, 1.249764	-0.004883, -0.000106
9658	1	640.000862, 360.211378	0.000013, 0.000007	0.000000, 0.000000
9658	2	753.844015, 523.921219	-1.300407, 0.907630	-0.007261, -0.010266
9658	3	959.814602, 369.662530	-0.037106, 1.249639	-0.004883, -0.000125
9659	1	640.000876, 360.211384	0.000013, 0.000007	0.000000, 0.000000
9659	2	752.536429, 524.818524	-1.307586, 0.897306	-0.007179, -0.010324
9659	3	959.772615, 370.912025	-0.041988, 1.249495	-0.004882, -0.000144
9660	1	640.000889, 360.211391	0.000013, 0.000007	0.000000, 0.000000
9660	2	751.221746, 525.705449	-1.314683, 0.886924	-0.007097, -0.010381
9660	3	959.725745, 372.161356	-0.046869, 1.249332	-0.004882, -0.000163
9661	1	640.000903, 360.211398	0.000013, 0.000007	0.000000, 0.000000
9661	2	749.900047, 526.581935	-1.321698, 0.876487	-0.007015, -0.010438
9661	3	959.673995, 373.410506	-0.051751, 1.249149	-0.004881, -0.000182
9662	1	640.000916, 360.211406	0.000014, 0.000007	0.000000, 0.000000
9662	2	748.571417, 527.447928	-1.328630, 0.865993	-0.006932, -0.010494
9662	3	959.617364, 374.659454	-0.056631, 1.248948	-0.004880, -0.000201
9663	1	640.000930, 360.211413	0.000014, 0.000007	0.000000, 0.000000
9663	2	747.235939, 528.303372	-1.335478, 0.855444	-0.006848, -0.010549
9663	3	959.555853, 375.908181	-0.061511, 1.248727	-0.004880, -0.000221
9664	1	640.000944, 360.211420	0.000014, 0.000007	0.000000, 0.000000
9664	2	745.893697, 529.148213	-1.342243, 0.844841	-0.006764, -0.010603
9664	3	959.489464, 377.156669	-0.066389, 1.248488	-0.004879, -0.000240
9665	1	640.000957, 360.211428	0.000014, 0.000007	0.000000, 0.000000
9665	2	744.544774, 529.982397	-1.348923, 0.834184	-0.006680, -0.010657
9665	3	959.418196, 378.404898	-0.071267, 1.248229	-0.004878, -0.000259
9666	1	640.000971, 360.211435	0.000014, 0.000008	0.000000, 0.000000
9666	2	743.189256, 530.805870	-1.355518, 0.823473	-0.006595, -0.010710
9666	3	959.342052, 379.652849	-0.076144, 1.247951	-0.004877, -0.000278
9667	1	640.000985, 360.211443	0.000014, 0.000008	0.000000, 0.000000
9667	2	741.827228, 531.618580	-1.362028, 0.812710	-0.006510, -0.010763
9667	3	959.261032, 380.900504	-0.081020, 1.247654	-0.004876, -0.000297
9668	1	640.001000, 360.211451	0.000014, 0.000008	0.000000, 0.000000
9668	2	740.458775, 532.420476	-1.368453, 0.801896	-0.006424, -0.010815
9668	3	959.175137, 382.147842	-0.085895, 1.247339	-0.004875, -0.000316
9669	1	640.001014, 360.211459	0.000014, 0.000008	0.000000, 0.000000
9669	2	739.083984, 533.211506	-1.374791, 0.791030	-0.006338, -0.010866
9669	3	959.084369, 383.394846	-0.090769, 1.247004	-0.004874, -0.000335
9670	1	640.001028, 360.211467	0.000014, 0.000008	0.000000, 0.000000
